name,field,branches,cutoff,category,location,Year
Anantrao Pawar College of Engineering Pune,Engineering,Computer Science Engineering,93.50 %ile,General,Pune Maharashtra,2025
Anantrao Pawar College of Engineering Pune,Engineering,Mechanical Engineering,91.00 %ile,OBC,Pune Maharashtra,2025
SKN Sinhgad College of Engineering Korti,Engineering,Computer Science Engineering,92.60 %ile,General,Pandharpur Maharashtra,2025
SKN Sinhgad College of Engineering Korti,Engineering,Civil Engineering,89.80 %ile,OBC,Pandharpur Maharashtra,2025
Bhivarabai Sawant Institute of Technology Pune,Engineering,Computer Science Engineering,91.90 %ile,General,Pune Maharashtra,2025
Bhivarabai Sawant Institute of Technology Pune,Engineering,Mechanical Engineering,89.60 %ile,OBC,Pune Maharashtra,2025
Rajendra Mane College of Engineering Ratnagiri,Engineering,Computer Science Engineering,90.80 %ile,General,Ratnagiri Maharashtra,2025
Rajendra Mane College of Engineering Ratnagiri,Engineering,Mechanical Engineering,88.40 %ile,OBC,Ratnagiri Maharashtra,2025
Finolex Academy of Management & Technology,Engineering,Computer Science Engineering,92.20 %ile,General,Ratnagiri Maharashtra,2025
Finolex Academy of Management & Technology,Engineering,Electronics Engineering,90.10 %ile,OBC,Ratnagiri Maharashtra,2025
SSBT College of Engineering Jalgaon,Engineering,Computer Science Engineering,91.60 %ile,General,Jalgaon Maharashtra,2025
SSBT College of Engineering Jalgaon,Engineering,Mechanical Engineering,89.90 %ile,OBC,Jalgaon Maharashtra,2025
R C Patel Institute of Technology Shirpur,Engineering,Computer Science Engineering,93.00 %ile,General,Dhule Maharashtra,2025
R C Patel Institute of Technology Shirpur,Engineering,Electronics Engineering,91.20 %ile,OBC,Dhule Maharashtra,2025
Dr DY Patil College of Engineering Akurdi,Engineering,Information Technology,96.00 %ile,General,Pune Maharashtra,2025
Dr DY Patil College of Engineering Akurdi,Engineering,Electronics Engineering,94.30 %ile,OBC,Pune Maharashtra,2025
Marathwada Mitra Mandal College of Engineering,Engineering,Computer Science Engineering,94.80 %ile,General,Pune Maharashtra,2025
Marathwada Mitra Mandal College of Engineering,Engineering,Mechanical Engineering,92.40 %ile,OBC,Pune Maharashtra,2025
All India Shri Shivaji Memorial Society COE,Engineering,Computer Science Engineering,96.90 %ile,General,Pune Maharashtra,2025
All India Shri Shivaji Memorial Society COE,Engineering,Electronics & Telecommunication,95.60 %ile,OBC,Pune Maharashtra,2025
Sinhgad Institute of Technology and Science Narhe,Engineering,Computer Science Engineering,93.40 %ile,General,Pune Maharashtra,2025
Sinhgad Institute of Technology and Science Narhe,Engineering,Mechanical Engineering,91.10 %ile,OBC,Pune Maharashtra,2025
JSPM Jayawantrao Sawant COE Hadapsar,Engineering,Computer Science Engineering,95.10 %ile,General,Pune Maharashtra,2025
JSPM Jayawantrao Sawant COE Hadapsar,Engineering,Information Technology,94.00 %ile,OBC,Pune Maharashtra,2025
Bharati Vidyapeeth Institute of Technology Navi Mumbai,Engineering,Computer Science Engineering,93.80 %ile,General,Navi Mumbai Maharashtra,2025
Bharati Vidyapeeth Institute of Technology Navi Mumbai,Engineering,Electronics Engineering,92.20 %ile,OBC,Navi Mumbai Maharashtra,2025
Datta Meghe College of Engineering Airoli,Engineering,Computer Science Engineering,94.40 %ile,General,Navi Mumbai Maharashtra,2025
Datta Meghe College of Engineering Airoli,Engineering,Information Technology,93.30 %ile,OBC,Navi Mumbai Maharashtra,2025
St John College of Engineering Palghar,Engineering,Computer Science Engineering,92.10 %ile,General,Palghar Maharashtra,2025
St John College of Engineering Palghar,Engineering,Electronics Engineering,90.50 %ile,OBC,Palghar Maharashtra,2025
Shivajirao S Jondhale College of Engineering Dombivli,Engineering,Computer Science Engineering,93.20 %ile,General,Thane Maharashtra,2025
Shivajirao S Jondhale College of Engineering Dombivli,Engineering,Information Technology,92.00 %ile,OBC,Thane Maharashtra,2025
A P Shah Institute of Technology Thane,Engineering,Computer Science Engineering,94.60 %ile,General,Thane Maharashtra,2025
A P Shah Institute of Technology Thane,Engineering,Electronics Engineering,93.10 %ile,OBC,Thane Maharashtra,2025
Rizvi College of Engineering Mumbai,Engineering,Computer Science Engineering,92.50 %ile,General,Mumbai Maharashtra,2025
Rizvi College of Engineering Mumbai,Engineering,Electronics & Telecommunication,91.00 %ile,OBC,Mumbai Maharashtra,2025
M H Saboo Siddik College of Engineering Mumbai,Engineering,Computer Science Engineering,93.60 %ile,General,Mumbai Maharashtra,2025
M H Saboo Siddik College of Engineering Mumbai,Engineering,Electronics Engineering,92.10 %ile,OBC,Mumbai Maharashtra,2025
Bharat College of Engineering Badlapur,Engineering,Computer Science Engineering,90.80 %ile,General,Thane Maharashtra,2025
Bharat College of Engineering Badlapur,Engineering,Mechanical Engineering,88.90 %ile,OBC,Thane Maharashtra,2025
Government College of Engineering Kolhapur,Engineering,Computer Science Engineering,95.80 %ile,General,Kolhapur Maharashtra,2025
Government College of Engineering Kolhapur,Engineering,Mechanical Engineering,93.40 %ile,OBC,Kolhapur Maharashtra,2025
KIT College of Engineering Kolhapur,Engineering,Computer Science Engineering,94.90 %ile,General,Kolhapur Maharashtra,2025
KIT College of Engineering Kolhapur,Engineering,Electronics Engineering,93.10 %ile,OBC,Kolhapur Maharashtra,2025
Tatyasaheb Kore Institute of Engineering,Engineering,Computer Science Engineering,93.20 %ile,General,Warananagar Maharashtra,2025
Tatyasaheb Kore Institute of Engineering,Engineering,Mechanical Engineering,91.00 %ile,OBC,Warananagar Maharashtra,2025
Ashokrao Mane Group of Institutions,Engineering,Computer Science Engineering,92.60 %ile,General,Vathar Maharashtra,2025
Ashokrao Mane Group of Institutions,Engineering,Mechanical Engineering,90.20 %ile,OBC,Vathar Maharashtra,2025
Annasaheb Dange College of Engineering,Engineering,Computer Science Engineering,94.10 %ile,General,Sangli Maharashtra,2025
Annasaheb Dange College of Engineering,Engineering,Electronics & Telecommunication,92.80 %ile,OBC,Sangli Maharashtra,2025
D Y Patil College of Engineering Kolhapur,Engineering,Computer Science Engineering,93.00 %ile,General,Kolhapur Maharashtra,2025
D Y Patil College of Engineering Kolhapur,Engineering,Mechanical Engineering,90.70 %ile,OBC,Kolhapur Maharashtra,2025
Shivaji University Institute of Technology,Engineering,Computer Science Engineering,91.90 %ile,General,Kolhapur Maharashtra,2025
Shivaji University Institute of Technology,Engineering,Electronics Engineering,90.10 %ile,OBC,Kolhapur Maharashtra,2025
Government College of Engineering Osmanabad,Engineering,Civil Engineering,90.80 %ile,SC,Osmanabad Maharashtra,2025
Government College of Engineering Osmanabad,Engineering,Mechanical Engineering,92.30 %ile,General,Osmanabad Maharashtra,2025
Terna College of Engineering Osmanabad,Engineering,Computer Science Engineering,91.40 %ile,General,Osmanabad Maharashtra,2025
Terna College of Engineering Osmanabad,Engineering,Mechanical Engineering,89.60 %ile,OBC,Osmanabad Maharashtra,2025
Mahatma Gandhi Mission College of Engineering Nanded,Engineering,Computer Science Engineering,92.50 %ile,General,Nanded Maharashtra,2025
Mahatma Gandhi Mission College of Engineering Nanded,Engineering,Electronics Engineering,90.90 %ile,OBC,Nanded Maharashtra,2025
SGGS Institute of Engineering & Technology Nanded,Engineering,Computer Science Engineering,97.20 %ile,General,Nanded Maharashtra,2025
SGGS Institute of Engineering & Technology Nanded,Engineering,Mechanical Engineering,94.80 %ile,OBC,Nanded Maharashtra,2025
Hi-Tech Institute of Technology Aurangabad,Engineering,Computer Science Engineering,90.60 %ile,General,Aurangabad Maharashtra,2025
Hi-Tech Institute of Technology Aurangabad,Engineering,Mechanical Engineering,88.70 %ile,OBC,Aurangabad Maharashtra,2025
Jawaharlal Nehru Engineering College Aurangabad,Engineering,Computer Science Engineering,93.40 %ile,General,Aurangabad Maharashtra,2025
Jawaharlal Nehru Engineering College Aurangabad,Engineering,Electronics Engineering,91.50 %ile,OBC,Aurangabad Maharashtra,2025
Government College of Engineering Jalna,Engineering,Civil Engineering,89.90 %ile,SC,Jalna Maharashtra,2025
Government College of Engineering Jalna,Engineering,Mechanical Engineering,91.80 %ile,General,Jalna Maharashtra,2025
Matoshri College of Engineering Nashik,Engineering,Computer Science Engineering,92.20 %ile,General,Nashik Maharashtra,2025
Matoshri College of Engineering Nashik,Engineering,Electronics Engineering,90.40 %ile,OBC,Nashik Maharashtra,2025
KBT College of Engineering Nashik,Engineering,Computer Science Engineering,93.60 %ile,General,Nashik Maharashtra,2025
KBT College of Engineering Nashik,Engineering,Mechanical Engineering,91.30 %ile,OBC,Nashik Maharashtra,2025
Sandip Institute of Technology & Research Centre Nashik,Engineering,Computer Science Engineering,91.80 %ile,General,Nashik Maharashtra,2025
Sandip Institute of Technology & Research Centre Nashik,Engineering,Mechanical Engineering,89.50 %ile,OBC,Nashik Maharashtra,2025
Amrutvahini College of Engineering Sangamner,Engineering,Computer Science Engineering,92.40 %ile,General,Ahmednagar Maharashtra,2025
Amrutvahini College of Engineering Sangamner,Engineering,Electronics Engineering,90.90 %ile,OBC,Ahmednagar Maharashtra,2025
Pravara Rural Engineering College Loni,Engineering,Computer Science Engineering,91.20 %ile,General,Ahmednagar Maharashtra,2025
Pravara Rural Engineering College Loni,Engineering,Mechanical Engineering,88.80 %ile,OBC,Ahmednagar Maharashtra,2025
Sanjivani College of Engineering Kopargaon,Engineering,Computer Science Engineering,93.00 %ile,General,Ahmednagar Maharashtra,2025
Sanjivani College of Engineering Kopargaon,Engineering,Information Technology,91.70 %ile,OBC,Ahmednagar Maharashtra,2025
Government College of Engineering Ratnagiri,Engineering,Mechanical Engineering,90.60 %ile,General,Ratnagiri Maharashtra,2025
Government College of Engineering Ratnagiri,Engineering,Civil Engineering,88.90 %ile,ST,Ratnagiri Maharashtra,2025
Dr Babasaheb Ambedkar College of Engineering & Research Nagpur,Engineering,Computer Science Engineering,92.80 %ile,General,Nagpur Maharashtra,2025
Dr Babasaheb Ambedkar College of Engineering & Research Nagpur,Engineering,Electronics Engineering,90.70 %ile,OBC,Nagpur Maharashtra,2025
Anjuman College of Engineering Nagpur,Engineering,Computer Science Engineering,91.60 %ile,General,Nagpur Maharashtra,2025
Anjuman College of Engineering Nagpur,Engineering,Mechanical Engineering,89.40 %ile,OBC,Nagpur Maharashtra,2025
JD College of Engineering Nagpur,Engineering,Computer Science Engineering,90.90 %ile,General,Nagpur Maharashtra,2025
JD College of Engineering Nagpur,Engineering,Mechanical Engineering,88.60 %ile,OBC,Nagpur Maharashtra,2025
Shree Ramchandra College of Engineering Lonikand,Engineering,Computer Science Engineering,89.80 %ile,General,Pune Maharashtra,2025
Shree Ramchandra College of Engineering Lonikand,Engineering,Mechanical Engineering,87.90 %ile,OBC,Pune Maharashtra,2025
Government College of Engineering Hingoli,Engineering,Mechanical Engineering,89.20 %ile,General,Hingoli Maharashtra,2025
Government College of Engineering Hingoli,Engineering,Civil Engineering,87.80 %ile,SC,Hingoli Maharashtra,2025
Shri Sant Gajanan Maharaj College of Engineering Shegaon,Engineering,Computer Science Engineering,92.30 %ile,General,Buldhana Maharashtra,2025
Shri Sant Gajanan Maharaj College of Engineering Shegaon,Engineering,Electronics Engineering,90.70 %ile,OBC,Buldhana Maharashtra,2025
Pankaj Laddhad Institute of Technology Yavatmal,Engineering,Computer Science Engineering,90.80 %ile,General,Yavatmal Maharashtra,2025
Pankaj Laddhad Institute of Technology Yavatmal,Engineering,Mechanical Engineering,88.60 %ile,OBC,Yavatmal Maharashtra,2025
Babasaheb Naik College of Engineering Pusad,Engineering,Computer Science Engineering,91.20 %ile,General,Yavatmal Maharashtra,2025
Babasaheb Naik College of Engineering Pusad,Engineering,Civil Engineering,88.90 %ile,OBC,Yavatmal Maharashtra,2025
Prof Ram Meghe Institute of Technology Badnera,Engineering,Computer Science Engineering,93.10 %ile,General,Amravati Maharashtra,2025
Prof Ram Meghe Institute of Technology Badnera,Engineering,Mechanical Engineering,90.80 %ile,OBC,Amravati Maharashtra,2025
HVPM College of Engineering Amravati,Engineering,Computer Science Engineering,92.00 %ile,General,Amravati Maharashtra,2025
HVPM College of Engineering Amravati,Engineering,Electronics Engineering,90.40 %ile,OBC,Amravati Maharashtra,2025
Government College of Engineering Washim,Engineering,Civil Engineering,88.50 %ile,ST,Washim Maharashtra,2025
Government College of Engineering Washim,Engineering,Mechanical Engineering,90.60 %ile,General,Washim Maharashtra,2025
Vidya Bharati Mahavidyalaya COE Amravati,Engineering,Computer Science Engineering,91.40 %ile,General,Amravati Maharashtra,2025
Vidya Bharati Mahavidyalaya COE Amravati,Engineering,Mechanical Engineering,89.10 %ile,OBC,Amravati Maharashtra,2025
Mauli College of Engineering Shegaon,Engineering,Computer Science Engineering,90.90 %ile,General,Buldhana Maharashtra,2025
Mauli College of Engineering Shegaon,Engineering,Mechanical Engineering,88.40 %ile,OBC,Buldhana Maharashtra,2025
Shivajirao Moghe College of Engineering Pandharpur,Engineering,Computer Science Engineering,90.10 %ile,General,Pandharpur Maharashtra,2025
Shivajirao Moghe College of Engineering Pandharpur,Engineering,Mechanical Engineering,87.70 %ile,OBC,Pandharpur Maharashtra,2025
Brahma Valley College of Engineering Nashik,Engineering,Computer Science Engineering,89.60 %ile,General,Nashik Maharashtra,2025
Brahma Valley College of Engineering Nashik,Engineering,Mechanical Engineering,87.30 %ile,OBC,Nashik Maharashtra,2025
Loknete Gopinathji Munde Institute of Engineering Nashik,Engineering,Computer Science Engineering,90.40 %ile,General,Nashik Maharashtra,2025
Loknete Gopinathji Munde Institute of Engineering Nashik,Engineering,Electronics Engineering,88.20 %ile,OBC,Nashik Maharashtra,2025
Shree Siddheshwar Women’s College of Engineering Solapur,Engineering,Computer Science Engineering,89.40 %ile,General,Solapur Maharashtra,2025
Shree Siddheshwar Women’s College of Engineering Solapur,Engineering,Electronics Engineering,87.60 %ile,OBC,Solapur Maharashtra,2025
N K Orchid College of Engineering Solapur,Engineering,Computer Science Engineering,90.20 %ile,General,Solapur Maharashtra,2025
N K Orchid College of Engineering Solapur,Engineering,Mechanical Engineering,88.10 %ile,OBC,Solapur Maharashtra,2025
Fabtech Technical Campus Sangola,Engineering,Computer Science Engineering,88.90 %ile,General,Sangola Maharashtra,2025
Fabtech Technical Campus Sangola,Engineering,Mechanical Engineering,86.80 %ile,OBC,Sangola Maharashtra,2025
SVERI College of Engineering Pandharpur,Engineering,Computer Science Engineering,90.50 %ile,General,Pandharpur Maharashtra,2025
SVERI College of Engineering Pandharpur,Engineering,Mechanical Engineering,88.20 %ile,OBC,Pandharpur Maharashtra,2025
Sanjay Ghodawat Institute Kolhapur,Engineering,Computer Science Engineering,94.00 %ile,General,Kolhapur Maharashtra,2025
Sanjay Ghodawat Institute Kolhapur,Engineering,Electronics & Telecommunication,92.60 %ile,OBC,Kolhapur Maharashtra,2025
DKTE Society’s Textile & Engineering Institute Ichalkaranji,Engineering,Computer Science Engineering,93.10 %ile,General,Ichalkaranji Maharashtra,2025
DKTE Society’s Textile & Engineering Institute Ichalkaranji,Engineering,Mechanical Engineering,91.40 %ile,OBC,Ichalkaranji Maharashtra,2025
Dr J J Magdum College of Engineering Jaysingpur,Engineering,Computer Science Engineering,91.20 %ile,General,Jaysingpur Maharashtra,2025
Dr J J Magdum College of Engineering Jaysingpur,Engineering,Electronics Engineering,89.50 %ile,OBC,Jaysingpur Maharashtra,2025
Lokmanya Tilak Institute of Engineering Navi Mumbai,Engineering,Computer Science Engineering,94.30 %ile,General,Navi Mumbai Maharashtra,2025
Lokmanya Tilak Institute of Engineering Navi Mumbai,Engineering,Information Technology,93.00 %ile,OBC,Navi Mumbai Maharashtra,2025
Bharat Ratna Indira Gandhi College of Engineering Solapur,Engineering,Computer Science Engineering,89.80 %ile,General,Solapur Maharashtra,2025
Bharat Ratna Indira Gandhi College of Engineering Solapur,Engineering,Mechanical Engineering,87.40 %ile,OBC,Solapur Maharashtra,2025
Samarth College of Engineering Belhe,Engineering,Computer Science Engineering,88.60 %ile,General,Pune Maharashtra,2025
Samarth College of Engineering Belhe,Engineering,Mechanical Engineering,86.90 %ile,OBC,Pune Maharashtra,2025
Siddhant College of Engineering Sudumbre,Engineering,Computer Science Engineering,89.20 %ile,General,Pune Maharashtra,2025
Siddhant College of Engineering Sudumbre,Engineering,Mechanical Engineering,87.10 %ile,OBC,Pune Maharashtra,2025
Ajeenkya DY Patil School of Engineering Pune,Engineering,Computer Science Engineering,92.40 %ile,General,Pune Maharashtra,2025
Ajeenkya DY Patil School of Engineering Pune,Engineering,Artificial Intelligence & ML,91.10 %ile,OBC,Pune Maharashtra,2025
